month,item_name,item_category,product_view_events,add_to_cart_events,purchase_events,item_revenue,view_to_cart_rate
2020-11,Google Land & Sea Tech Taco,New,1,0,0,0.0,0.0
2020-11,Google Infant Charcoal Onesie,Home/Shop by Brand/,1,0,0,0.0,0.0
2020-11,Google Infant Hero Tee Olive,Home/Shop by Brand/,1,0,0,0.0,0.0
2020-11,Google Camp Mug Gray,Home/Shop by Brand/,1,0,0,0.0,0.0
2020-11,Google Large Pet Collar (Red/Yellow),Google,3,0,0,0.0,0.0
2020-11,Google KeepCup,Lifestyle/,2,0,0,0.0,0.0
2020-11,Google PNW Campus Mug,,3,4,0,0.0,133.33
2020-11,Google Red YoYo,Home/Shop by Brand/Google/,1,1,0,0.0,100.0
2020-11,Google Land & Sea Women's Eco Tee,New,1,0,0,0.0,0.0
2020-11,Google Crew Socks,Shop by Brand,2,0,0,0.0,0.0
2020-11,Snowflake Android Cardboard Sculpture,Shop by Brand,1,0,0,0.0,0.0
2020-11,Google Glass Bottle,Shop by Brand,1,0,0,0.0,0.0
2020-11,Google Canteen Bottle Black,Shop by Brand,1,0,0,0.0,0.0
2020-11,Google Boulder Campus Ladies Tee,,1,0,0,0.0,0.0
2020-11,Android Puzzlebot v2,Lifestyle/,3,0,0,0.0,0.0
2020-11,Google Campus Bike Carry Pouch,Home/Shop by Brand/Google/,2,0,0,0.0,0.0
2020-11,Google Medium Pet Leash (Red/Yellow),,2,1,0,0.0,50.0
2020-11,Google Pocket Tee Grey,Shop by Brand,2,0,0,0.0,0.0
2020-11,Google Cambridge Campus Bottle,,1,0,0,0.0,0.0
2020-11,Android Iconic Mug Gray,Home/Shop by Brand/Android/,8,0,0,0.0,0.0
2020-11,Google Perk Thermal Tumbler,,13,1,0,0.0,7.69
2020-11,Google Tudes Thermal Bottle,,6,0,0,0.0,0.0
2020-11,Google Infant Hero Onesie Grey,Home/Sale/,83,20,0,0.0,24.1
2020-11,Google Infant Hero Tee Olive,Home/Sale/,65,9,0,0.0,13.85
2020-11,Google Campus Bike Mini Backpack,Backpacks/,239,5,0,0.0,2.09
2020-11,Google NYC Campus Bottle,Home/Campus Collection/,1788,220,0,0.0,12.3
2020-11,Google Mountain View Campus Mug,Home/Campus Collection/,36,0,0,0.0,0.0
2020-11,Google Lightweight Crew Sweatshirt Grey,Home/Apparel/Men's / Unisex/,90,0,0,0.0,0.0
2020-11,Google Tee Yellow,Men's T-Shirts/,485,0,0,0.0,0.0
2020-11,Google Men's Tech Fleece Vest Charcoal,Home/Apparel/Men's / Unisex/,648,17,0,0.0,2.62
2020-11,Google Zip Hoodie F/C,Home/Apparel/Men's / Unisex/,9767,1240,0,0.0,12.7
2020-11,Google Mens Microfleece Jacket Black,Home/Apparel/Men's / Unisex/,237,0,0,0.0,0.0
2020-11,Google Mouse Pad Navy,Lifestyle/Small Goods/,2679,205,0,0.0,7.65
2020-11,Google Large Tote White,Lifestyle/Bags/,3372,216,0,0.0,6.41
2020-11,YouTube Twill Sandwich Cap Black,Home/Apparel/Hats/,4074,691,0,0.0,16.96
2020-11,Google Heather Green Speckled Tee,Home/Apparel/Women's/,3999,312,0,0.0,7.8
2020-11,Candy Cane Android Cardboard Sculpture,Home/Sale/,3601,0,0,0.0,0.0
2020-11,Google Tee Yellow,Home/Sale/,12165,1261,0,0.0,10.37
2020-11,Google Small Standard Journal Navy,Home/Sale/,9361,1095,0,0.0,11.7
2020-11,Google Eco Tee Black,Home/Apparel/,1418,56,0,0.0,3.95
2020-11,Google Sherpa Zip Hoodie Charcoal,Home/Apparel/,3763,338,0,0.0,8.98
2020-11,Google Clear Framed Gray Shades,Lifestyle/,633,4,0,0.0,0.63
2020-11,Google Perk Thermal Tumbler,Lifestyle/,2605,206,0,0.0,7.91
2020-11,Google Thermal Tumbler Navy,Lifestyle/,2624,209,0,0.0,7.96
2020-11,Android Buoy Bottle,Lifestyle/Drinkware/,284,18,0,0.0,6.34
2020-11,Android Iconic Glass Bottle Green,Lifestyle/Drinkware/,3587,321,0,0.0,8.95
2020-11,Stainless Bent Straw/Cleaner,Lifestyle/Drinkware/,3547,318,0,0.0,8.97
2020-11,Google Land & Sea Cotton Cap,Home/Shop by Brand/Google/,2438,122,0,0.0,5.0
2020-11,Google Black Cork Journal,Home/Stationery/Notebooks/,1319,128,0,0.0,9.7
2020-11,Google Blue Stojo Cup,Home/New/,3393,271,0,0.0,7.99
2020-11,Google Toddler Tee White,Home/Apparel/Kids/,2233,187,0,0.0,8.37
2020-11,Google Youth F/C Pullover Hoodie,Home/Apparel/Kids/,944,33,0,0.0,3.5
2020-11,Android Iconic Mug Gray,Android,22,0,0,0.0,0.0
2020-11,Android Super Hero 3D Framed Art,Home/Shop by Brand/Android/,523,41,0,0.0,7.84
2020-11,Google Cork Key Ring,Home/Eco-Friendly/,647,47,0,0.0,7.26
2020-11,Google Hemp Tote,Home/Eco-Friendly/,652,46,0,0.0,7.06
2020-11,Supernatural Paper Lunch Sack,Home/Eco-Friendly/,642,46,0,0.0,7.17
2020-11,Google Land & Sea Women's Eco Tee,Home/Apparel/Women's/,97,18,0,0.0,18.56
2020-11,Google Mens Microfleece Jacket Black,Sale,222,37,0,0.0,16.67
2020-11,#IamRemarkable Pen,Home/Stationery/Writing/,636,80,0,0.0,12.58
2020-11,Google Men's Tech Fleece Vest Charcoal,Men's / Unisex,168,14,0,0.0,8.33
2020-11,Google Youth Jumbo Print Tee White,Home/Sale/,320,41,0,0.0,12.81
2020-11,Google Tracking Hat,Home/Sale/,105,0,0,0.0,0.0
2020-11,Google Tee Grey,Men's T-Shirts/,52,0,0,0.0,0.0
2020-11,Google 24oz Ring Bottle Blue,Water Bottles/,86,2,0,0.0,2.33
2020-11,Google Mini Kick Ball,Accessories/,124,1,0,0.0,0.81
2020-11,Google Campus Bike Mini Backpack,Bags,99,4,0,0.0,4.04
2020-11,Google Decal,Home/Shop by Brand/Google/,172,1,0,0.0,0.58
2020-11,Maze Pen,Home/Shop by Brand/Google/,148,1,0,0.0,0.68
2020-11,Google Light Pen Blue,Home/Sale/,22,0,0,0.0,0.0
2020-11,Google Canteen Bottle Black,Lifestyle/,621,23,0,0.0,3.7
2020-11,Stainless Straight Straw/Cleaner,Lifestyle/Drinkware/,87,5,0,0.0,5.75
2020-11,Google Toddler Hero Tee Black,Kids,36,0,0,0.0,0.0
2020-11,Google F/C Long Sleeve Tee Charcoal,Women's,170,28,0,0.0,16.47
2020-11,Google Eco Tee Black,Men's T-Shirts,25,0,0,0.0,0.0
2020-11,Google Tee F/C Black,Men's T-Shirts,33,0,0,0.0,0.0
2020-11,Google Utility BackPack,Lifestyle,41,0,0,0.0,0.0
2020-11,Google Mountain View Campus Zip Hoodie,New,64,10,0,0.0,15.63
2020-11,Google Clear Framed Yellow Shades,Home/Shop by Brand/,98,0,0,0.0,0.0
2020-11,Android Large Removable Sticker Sheet,Home/Shop by Brand/,168,4,0,0.0,2.38
2020-11,Google Cork Card Holder,Google,22,0,0,0.0,0.0
2020-11,Google Sunnyvale Campus Sticker,New,17,2,0,0.0,11.76
2020-11,Google Tee Dark Blue,Men's T-Shirts/,10,0,0,0.0,0.0
2020-11,Google Incognito Laptop Organizer,Lifestyle,22,0,0,0.0,0.0
2020-11,Mommy Works at Google Book,Lifestyle,37,0,0,0.0,0.0
2020-11,YouTube Icon Tee Charcoal,Men's / Unisex,54,11,0,0.0,20.37
2020-11,Stainless Bent Straw/Cleaner,Lifestyle/,120,4,0,0.0,3.33
2020-11,Google Mural Sticker Sheet,Lifestyle/,115,4,0,0.0,3.48
2020-11,Google Cambridge Campus Sticker,Home/Sale/,677,85,0,0.0,12.56
2020-11,Google Cork Key Ring,Eco-Friendly,23,2,0,0.0,8.7
2020-11,Google Bot,Small Goods,60,3,0,0.0,5.0
2020-11,Stainless Straight Straw/Cleaner,Mugs & Tumblers/,113,2,0,0.0,1.77
2020-11,Google Black Cork Journal,Eco-Friendly,48,2,0,0.0,4.17
2020-11,Supernatural Paper Backpack,Google,10,0,0,0.0,0.0
2020-11,Google F/C Long Sleeve Tee Ash,Apparel,89,6,0,0.0,6.74
2020-11,Google Recycled Pen Black,Home/Stationery/Writing/,12,0,0,0.0,0.0
2020-11,Android Lumberjack Pin,Home/Shop by Brand/Android/,70,0,0,0.0,0.0
2020-11,Android SM S/F18 Sticker Sheet,Home/Shop by Brand/Android/,142,2,0,0.0,1.41
2020-11,Google Utensil Set,Eco-Friendly,85,10,0,0.0,11.76
2020-11,Google Tee Yellow,Women's T-Shirts/,8,0,0,0.0,0.0
2020-11,Google Women's Striped L/S,Women's T-Shirts/,4,0,0,0.0,0.0
2020-11,YouTube Women's Favorite Tee White,YouTube,1,0,0,0.0,0.0
2020-11,Google Sustainable Pencil Pouch,Home/Eco-Friendly/,89,6,0,0.0,6.74
2020-11,Google Mouse Pad Navy,,11,0,0,0.0,0.0
2020-11,#IamRemarkable Tote,,1,0,0,0.0,0.0
2020-11,Google Bot,,8,0,0,0.0,0.0
2020-11,Google Emoji Magnet Set,,5,1,0,0.0,20.0
2020-11,Android Puzzlebot v2,,7,1,0,0.0,14.29
2020-11,Google Beekeepers Toddler Tee Pink,Home/Sale/,13,1,0,0.0,7.69
2020-11,Google Boulder Campus Unisex Tee,Home/Campus Collection/,37,5,0,0.0,13.51
2020-11,Google Campus Bike Eco Tee Navy,Home/Eco-Friendly/,48,1,0,0.0,2.08
2020-11,Google Women's Tech Fleece Grey,Home/Apparel/Women's/,146,7,0,0.0,4.79
2020-11,Google Navy Speckled Tee,Home/Shop by Brand/,90,20,0,0.0,22.22
2020-11,Google Recycled Pen Green,Office/,88,7,0,0.0,7.95
2020-11,Google Confetti Slim Task Pad,Office/,88,7,0,0.0,7.95
2020-11,Google Campus Bike Eco Tee Navy,Men's T-Shirts/,725,107,0,0.0,14.76
2020-11,Google Small Standard Journal Navy,Sale,8,2,0,0.0,25.0
2020-11,Google Austin Campus Mug,Sale,44,5,0,0.0,11.36
2020-11,Android Hipster Pin,Fun/,2,0,0,0.0,0.0
2020-11,Google Bot,Fun/,5,0,0,0.0,0.0
2020-11,Google Crew Striped Athletic Sock,Home/Shop by Brand/Google/,26,1,0,0.0,3.85
2020-11,Google Crew Combed Cotton Sock,Home/Shop by Brand/Google/,32,1,0,0.0,3.13
2020-11,Google Campus Bike Grid Task Pad,Notebooks,29,0,0,0.0,0.0
2020-11,Google F/C Long Sleeve Tee Charcoal,Apparel,146,3,0,0.0,2.05
2020-11,Google Medium Pet Leash (Red/Yellow),Small Goods,5,0,0,0.0,0.0
2020-11,Essential Canvas Tote,Sale,99,9,0,0.0,9.09
2020-11,Google Mural Sticky Note Pad,Sale,23,2,0,0.0,8.7
2020-11,YouTube Play Mug,Home/Shop by Brand/,185,22,0,0.0,11.89
2020-11,Android Jotter Task Pad,New,16,3,0,0.0,18.75
2020-11,Android Techie 3D Framed Art,Home/Shop by Brand/Android/,54,0,0,0.0,0.0
2020-11,Google Austin Campus Unisex Tee,Sale,39,4,0,0.0,10.26
2020-11,Google Cambridge Campus Zip Hoodie,Sale,20,1,0,0.0,5.0
2020-11,Google LA Campus Unisex Tee,Campus Collection,23,7,0,0.0,30.43
2020-11,Android Pocket Toddler Tee White,Kids,17,0,0,0.0,0.0
2020-11,Mural Food Container,Google,13,1,0,0.0,7.69
2020-11,Google Sherpa Zip Hoodie Navy,Google,45,0,0,0.0,0.0
2020-11,Google Cotopaxi Shell,Women's,53,0,0,0.0,0.0
2020-11,Google Chrome Dinosaur Collectible,Google,26,0,0,0.0,0.0
2020-11,Google Cork Card Holder,Eco-Friendly,24,0,0,0.0,0.0
2020-11,Google Cork Tablet Case,Home/Sale/,1,0,0,0.0,0.0
2020-11,Google Men's Tech Fleece Vest Charcoal,Home/Apparel/,43,0,0,0.0,0.0
2020-11,Google Felt Strap Keyring,Eco-Friendly,24,3,0,0.0,12.5
2020-11,Google Women's Striped L/S,Apparel,17,0,0,0.0,0.0
2020-11,Google F/C Long Sleeve Tee Charcoal,Shop by Brand,3,0,0,0.0,0.0
2020-11,Google Mural Sticky Note Pad,Home/Sale/,29,5,0,0.0,17.24
2020-11,Google Mural Notebook,Home/Sale/,30,5,0,0.0,16.67
2020-11,Google SF Campus Ladies Tee,Sale,19,3,0,0.0,15.79
2020-11,Google Jumbo Print Tee White,Home/Sale/,404,87,0,0.0,21.53
2020-11,Flamingo and Friends Tee Blue,Home/Apparel/Women's/,171,20,0,0.0,11.7
2020-11,Android Iconic Glass Bottle Green,Water Bottles/,57,2,0,0.0,3.51
2020-11,Google Recycled Pen Black,Home/Shop by Brand/Google/,27,0,0,0.0,0.0
2020-11,Google Split Seam Tee Olive,Google,10,0,0,0.0,0.0
2020-11,Google Metallic Notebook Set,Google,18,0,0,0.0,0.0
2020-11,Google Hemp Tote,Lifestyle,24,3,0,0.0,12.5
2020-11,Google NYC Campus Sticker,Home/Shop by Brand/Google/,123,1,0,0.0,0.81
2020-11,Google Beekeepers Tee Mint,Sale,40,5,0,0.0,12.5
2020-11,#IamRemarkable Unisex Hoodie,Men's / Unisex,88,8,0,0.0,9.09
2020-11,Mural Food Container,Small Goods,42,3,0,0.0,7.14
2020-11,Google Campus Bike Tote Navy,,7,1,0,0.0,14.29
2020-11,YouTube Iconic Play Pin,,11,1,0,0.0,9.09
2020-11,Google Sunglasses,,28,3,0,0.0,10.71
2020-11,Google Men's Puff Jacket Black,,17,0,0,0.0,0.0
2020-11,Google Speckled Beanie Navy,,18,0,0,0.0,0.0
2020-11,Google SF Campus Ladies Tee,Home/Sale/,12,0,0,0.0,0.0
2020-11,Google 24oz Ring Bottle Blue,Drinkware,28,6,0,0.0,21.43
2020-11,Google Cork Base Tumbler,Shop by Brand,1,0,0,0.0,0.0
2020-11,Google Chicago Campus Mug,Home/Shop by Brand/,5,0,0,0.0,0.0
2020-11,Google Kirkland Campus Mug,Home/Shop by Brand/,5,0,0,0.0,0.0
2020-11,Google Blue Stojo Cup,Home/Shop by Brand/,15,0,0,0.0,0.0
2020-11,Google Cork Tablet Case,Google,8,0,0,0.0,0.0
2020-11,Google Mountain View Campus Ladies Tee,Home/Shop by Brand/Google/,84,2,0,0.0,2.38
2020-11,Google Clear Framed Gray Shades,Small Goods,16,4,0,0.0,25.0
2020-11,Android Iconic Pen,Stationery,15,2,0,0.0,13.33
2020-11,Google Cotopaxi Shell,Home/Apparel/,34,5,0,0.0,14.71
2020-11,Google Youth Badge Tee Navy,Kids,23,0,0,0.0,0.0
2020-11,Google Beekeepers Tee Mint,Men's / Unisex,39,1,0,0.0,2.56
2020-11,Google KeepCup,Lifestyle,28,0,0,0.0,0.0
2020-11,Google Crew Striped Athletic Sock,Home/Apparel/,39,5,0,0.0,12.82
2020-11,Google Toddler Hero Tee Black,Home/Apparel/,26,2,0,0.0,7.69
2020-11,Google Kids Playful Tee,Home/Apparel/,17,1,0,0.0,5.88
2020-11,Google Eco Tee Black,Apparel,13,2,0,0.0,15.38
2020-11,Google Felt Luggage Tag,Lifestyle,4,1,0,0.0,25.0
2020-11,Google Crew Striped Athletic Sock,Google,9,2,0,0.0,22.22
2020-11,Google Utility Bag Grey,,7,1,0,0.0,14.29
2020-11,Google Small White Gift Bag 5/PK,,7,1,0,0.0,14.29
2020-11,Mural Food Container,,10,0,0,0.0,0.0
2020-11,Android Iconic Sticker Sheet,,3,0,0,0.0,0.0
2020-11,Google Seattle Campus Lapel Pin,,2,0,0,0.0,0.0
2020-11,Android Iconic Pin,,13,1,0,0.0,7.69
2020-11,Google SF Campus Lapel Pin,,3,10,0,0.0,333.33
2020-11,Daddy Works at Google Book,,12,0,0,0.0,0.0
2020-11,Google Seattle Campus Lapel Pin,Home/Campus Collection/,43,9,0,0.0,20.93
2020-11,YouTube Standards Zip Hoodie Black,Home/Apparel/,28,3,0,0.0,10.71
2020-11,Android Hipster Pin,Android,2,0,0,0.0,0.0
2020-11,Google Maps Pin,Small Goods,22,3,0,0.0,13.64
2020-11,Google Keychain,Google,12,2,0,0.0,16.67
2020-11,Google Confetti Accessory Pouch,Lifestyle,2,0,0,0.0,0.0
2020-11,Google Utility BackPack,Google,16,0,0,0.0,0.0
2020-11,Google Medium Pet Collar (Blue/Green),Google,6,0,0,0.0,0.0
2020-11,Google Kids Playful Tee,Apparel,13,0,0,0.0,0.0
2020-11,Google Women's Puff Jacket Black,Home/Shop by Brand/,8,0,0,0.0,0.0
2020-11,Google Women's Softshell Moss,Home/Shop by Brand/,8,0,0,0.0,0.0
2020-11,Android Pocket Tee Green,Android,11,4,0,0.0,36.36
2020-11,Google Jotter Task Pad,New,37,1,0,0.0,2.7
2020-11,Android Garden Tee Orange,Home/Apparel/,11,0,0,0.0,0.0
2020-11,Google Incognito Messenger Bag,Shop by Brand,1,0,0,0.0,0.0
2020-11,Google Youth F/C Pullover Hoodie,Google,8,0,0,0.0,0.0
2020-11,Google Eco Tee Black,Home/Shop by Brand/Google/,21,0,0,0.0,0.0
2020-11,Google Tee Dark Blue,,5,1,0,0.0,20.0
2020-11,Google Women's Discovery Lt. Rain Shell,,3,0,0,0.0,0.0
2020-11,Android Pocket Tee Green,,4,1,0,0.0,25.0
2020-11,Google Crew Striped Athletic Sock,,3,1,0,0.0,33.33
2020-11,Google Youth FC Longsleeve Charcoal,Kids-Youth/,4,0,0,0.0,0.0
2020-11,Google Blue YoYo,Lifestyle,17,2,0,0.0,11.76
2020-11,Google Pen Grey,Stationery,15,9,0,0.0,60.0
2020-11,Google Blue Kids Sunglasses,Small Goods,29,7,0,0.0,24.14
2020-11,Android Buoy Bottle,Sale,42,7,0,0.0,16.67
2020-11,Stainless Bent Straw/Cleaner,Google,4,0,0,0.0,0.0
2020-11,Google ApPeel Journal Red,Home/Stationery/,2,0,0,0.0,0.0
2020-11,Android Large Trace Journal Black,Home/Stationery/,5,0,0,0.0,0.0
2020-11,Android Techie 3D Framed Art,,1,0,0,0.0,0.0
2020-11,Google KeepCup,,7,1,0,0.0,14.29
2020-11,Google Campus Bike Corkbase Mug Blue,,12,0,0,0.0,0.0
2020-11,Google Mountain View Tee Red,,2,0,0,0.0,0.0
2020-11,Stan and Friends Onesie Green,,7,0,0,0.0,0.0
2020-11,Google LA Campus Unisex Tee,Home/Sale/,28,8,0,0.0,28.57
2020-11,Google Tee F/C Black,Apparel,47,0,0,0.0,0.0
2020-11,Google Light Pen Blue,Home/Stationery/,74,0,0,0.0,0.0
2020-11,Google Youth Hero Tee Maroon,Google,16,1,0,0.0,6.25
2020-11,Google Tee Blue,Google,11,0,0,0.0,0.0
2020-11,Google Mountain View Campus Unisex Tee,Sale,32,7,0,0.0,21.88
2020-11,Google Incognito Messenger Bag,Lifestyle/,33,2,0,0.0,6.06
2020-11,Google Incognito Flap Pack,Lifestyle/,34,2,0,0.0,5.88
2020-11,Google Zip Hoodie F/C,Men's / Unisex,9,1,0,0.0,11.11
2020-11,Google Totepak,Shopping and Totes/,20,4,0,0.0,20.0
2020-11,Google Beekeepers Youth Tee Pink,Home/Apparel/,14,4,0,0.0,28.57
2020-11,Google SF Campus Unisex Tee,Google,1,0,0,0.0,0.0
2020-11,Google SF Campus Ladies Tee,Google,1,0,0,0.0,0.0
2020-11,Android Iconic Socks,Home/Shop by Brand/Android/,11,0,0,0.0,0.0
2020-11,Google Women's Striped L/S,,2,0,0,0.0,0.0
2020-11,"Android Iconic 4"" Decal",Android,12,0,0,0.0,0.0
2020-11,Google Mural Sticker Sheet,Accessories/,5,0,0,0.0,0.0
2020-11,Google Pen Red,Writing,21,2,0,0.0,9.52
2020-11,Google Premium Sunglasses,Shop by Brand,3,0,0,0.0,0.0
2020-11,Google Chicago Campus Tote,Shop by Brand,2,0,0,0.0,0.0
2020-11,Google Striped Penny Pouch,Google,5,0,0,0.0,0.0
2020-11,Google Boulder Campus Ladies Tee,Sale,7,0,0,0.0,0.0
2020-11,Google Jotter Task Pad,,4,0,0,0.0,0.0
2020-11,Android Iconic Backpack,Home/Shop by Brand/Android/,12,0,0,0.0,0.0
2020-11,Google Heather Green Speckled Tee,Men's T-Shirts/,6,0,0,0.0,0.0
2020-11,Google Super G Tumbler (Red Lid),Eco-Friendly,6,0,0,0.0,0.0
2020-11,Google Black Cork Journal,Notebooks,1,0,0,0.0,0.0
2020-11,Google Lightweight Crew Sweatshirt Grey,Google,3,0,0,0.0,0.0
2020-11,Google Boulder Campus Zip Hoodie,Home/Shop by Brand/Google/,10,0,0,0.0,0.0
2020-11,Google Cotopaxi Shell,Home/Shop by Brand/Google/,10,0,0,0.0,0.0
2020-11,Google Beekeepers Onesie Pink,Home/Shop by Brand/Google/,11,0,0,0.0,0.0
2020-11,Google Medium Pet Leash (Red/Yellow),Shop by Brand,2,0,0,0.0,0.0
2020-11,Google Mountain View Campus Bottle,Home/Sale/,9,0,0,0.0,0.0
2020-11,Google Mountain View Campus Tote,Home/Sale/,6,0,0,0.0,0.0
2020-11,Google Felt Mason Jar,Home/Eco-Friendly/,2,0,0,0.0,0.0
2020-11,Google Campus Bike Eco Tee Navy,Home/Shop by Brand/,12,0,0,0.0,0.0
2020-11,Google Boulder Campus Unisex Tee,Home/Shop by Brand/,8,0,0,0.0,0.0
2020-11,Google Clear Framed Blue Shades,,9,3,0,0.0,33.33
2020-11,Google Women's Kirkland Pullover,,4,0,0,0.0,0.0
2020-11,Google LA Campus Tote,Home/Sale/,19,8,0,0.0,42.11
2020-11,Google Jumbo Print Tee White,Home/Apparel/Men's / Unisex/,84,0,0,0.0,0.0
2020-11,Android Pocket Onesie White,Kids,57,0,0,0.0,0.0
2020-11,Candy Cane Android Cardboard Sculpture,Lifestyle,7,0,0,0.0,0.0
2020-11,Google Land & Sea French Terry Sweatshirt,Google,2,0,0,0.0,0.0
2020-11,Google Speckled Beanie Navy,Shop by Brand,2,0,0,0.0,0.0
2020-11,Google Cork Journal,,3,0,0,0.0,0.0
2020-11,Google Leather Strap Hat Blue,Shop by Brand,2,0,0,0.0,0.0
2020-11,Google 16 oz Tumbler Blue,Google,3,0,0,0.0,0.0
2020-11,Google Women's Striped L/S,Women's,1,0,0,0.0,0.0
2020-11,Google Women's Kirkland Pullover,Google,2,0,0,0.0,0.0
2020-11,Google Thermal Tumbler Navy,Shop by Brand,2,1,0,0.0,50.0
2020-11,Google Women's Puff Jacket Black,Shop by Brand,1,0,0,0.0,0.0
2020-11,Android SM S/F18 Sticker Sheet,Accessories/,1,0,0,0.0,0.0
2020-11,Google Land & Sea Nalgene Water Bottle,Google,1,0,0,0.0,0.0
2020-11,Google Boulder Campus Bottle,Sale,6,1,0,0.0,16.67
2020-11,Google Incognito Dopp Kit V2,,2,0,0,0.0,0.0
2020-11,Android Iconic Glass Bottle Green,,2,0,0,0.0,0.0
2020-11,Google LoveHandle Black,Electronics/Electronic Accessories/,1,0,0,0.0,0.0
2020-11,Android Garden Tee Orange,Shop by Brand,1,0,0,0.0,0.0
2020-11,Google Utility BackPack,Home/Shop by Brand/,1,0,0,0.0,0.0
2020-11,Android Geek Pin,Home/Shop by Brand/,7,0,0,0.0,0.0
2020-11,Google Jotter Task Pad,Eco-Friendly,4,0,0,0.0,0.0
2020-11,Google Seattle Campus Lapel Pin,Sale,2,0,0,0.0,0.0
2020-11,Google Campus Bike Mini Backpack,Home/Shop by Brand/Google/,3,0,0,0.0,0.0
2020-11,Google Incognito Dopp Kit V2,Home/Shop by Brand/Google/,3,0,0,0.0,0.0
2020-11,Google Cambridge Campus Ladies Tee,Home/Sale/,3,0,0,0.0,0.0
2020-11,Stainless Straight Straw/Cleaner,Lifestyle/,1,0,0,0.0,0.0
2020-11,Google Infant Hero Tee Olive,Google,5,0,0,0.0,0.0
2020-11,Android Super Hero 3D Framed Art,Lifestyle,2,1,0,0.0,50.0
2020-11,Google Kirkland Campus Unisex Tee,Campus Collection,6,1,0,0.0,16.67
2020-11,Google Cork Key Ring,Lifestyle,2,1,0,0.0,50.0
2020-11,Google Light Pen Red,Home/Sale/,5,0,0,0.0,0.0
2020-11,Google Women's Microfleece Jacket Black,Women's,1,0,0,0.0,0.0
2020-11,Google LA Campus Lapel Pin,Home/Sale/,2,0,0,0.0,0.0
2020-11,YouTube Icon Tee Charcoal,Women's T-Shirts/,2,0,0,0.0,0.0
2020-11,Google Color Block Notebook,,4,0,0,0.0,0.0
2020-11,Android Iconic Pin,Lifestyle/,4,0,0,0.0,0.0
2020-11,Google Mountain View Tee Blue,,1,0,0,0.0,0.0
2020-11,Android SM S/F18 Sticker Sheet,Sale,4,3,0,0.0,75.0
2020-11,Google Crewneck Sweatshirt Green,Shop by Brand,3,1,0,0.0,33.33
2020-11,Stainless Straight Straw/Cleaner,Google,2,0,0,0.0,0.0
2020-11,Google Recycled Pen Green,,1,0,0,0.0,0.0
2020-11,Google Packable Bag Black,Shop by Brand,4,0,0,0.0,0.0
2020-11,Google Kirkland Campus Ladies Tee,Sale,2,2,0,0.0,100.0
2020-11,Stan and Friends Youth Tee Green,Men's T-Shirts,1,1,0,0.0,100.0
2020-11,Google Mountain View Campus Sticker,Shop by Brand,1,1,0,0.0,100.0
2020-11,Google Heather Green Speckled Tee,Shop by Brand,3,1,0,0.0,33.33
2020-11,Google Pen Neon Coral,Office,1,0,0,0.0,0.0
2020-11,Google Youth Badge Tee Navy,Shop by Brand,1,1,0,0.0,100.0
2020-11,Google Heathered Pom Beanie,Shop by Brand,2,0,0,0.0,0.0
2020-11,Google Mountain View Campus Unisex Tee,,2,0,0,0.0,0.0
2020-11,Android Iconic Mug Gray,Lifestyle/,3,0,0,0.0,0.0
2020-11,#IamRemarkable Tote,Lifestyle/,3,0,0,0.0,0.0
2020-11,Stainless Bent Straw/Cleaner,Shop by Brand,1,0,0,0.0,0.0
2020-11,Google Kids Playful Tee,Shop by Brand,2,0,0,0.0,0.0
2020-11,Google Laptop Sleeve Charcoal,Bags,1,0,0,0.0,0.0
2020-11,Google Cambridge Campus Ladies Tee,,1,1,0,0.0,100.0
2020-11,Android Iconic Pin,Small Goods,1,1,0,0.0,100.0
2020-11,Google Clear Framed Yellow Shades,Lifestyle,1,1,0,0.0,100.0
2020-12,Google Zip Hoodie F/C,Apparel,5,0,103,5496.0,0.0
2020-12,Google Men's Tech Fleece Grey,Apparel,115,29,49,4139.0,25.22
2020-12,Google Canteen Bottle Black,Drinkware,265,103,77,3550.0,38.87
2020-12,Google Men's Puff Jacket Black,Apparel,63,9,33,3151.0,14.29
2020-12,Google Badge Heavyweight Pullover Black,Apparel,36,9,57,2965.0,25.0
2020-12,Google Men's Tech Fleece Vest Charcoal,Apparel,45,7,42,2931.0,15.56
2020-12,Android Iconic Crewneck Sweatshirt,Apparel,40,7,59,2849.0,17.5
2020-12,Google Utility BackPack,Bags,1,0,28,2832.0,0.0
2020-12,Google Incognito Techpack V2,Bags,285,26,25,2793.0,9.12
2020-12,Google Red Speckled Tee,Apparel,30,13,101,2700.0,43.33
2020-12,Google Women's Puff Jacket Black,Apparel,30,5,23,2139.0,16.67
2020-12,Google NYC Campus Zip Hoodie,Campus Collection,120,42,46,2030.0,35.0
2020-12,Google Crewneck Sweatshirt Navy,Apparel,24,9,42,1925.0,37.5
2020-12,Google Perk Thermal Tumbler,Lifestyle,27,13,63,1756.0,48.15
2020-12,Google Women's Grid Zip-Up,Apparel,76,23,31,1717.0,30.26
2020-12,Google Men's Softshell Moss,Apparel,26,1,20,1660.0,3.85
2020-12,Google Flat Front Bag Grey,Bags,6,1,64,1620.0,16.67
2020-12,Google Black Cloud Zip Hoodie,Apparel,5,0,13,1544.0,0.0
2020-12,Google Land & Sea Cotton Cap,Apparel,39,13,90,1543.0,33.33
2020-12,Google Dino Game Tee,Apparel,83,29,42,1512.0,34.94
2020-12,Google Camp Mug Ivory,Drinkware,414,228,105,1482.0,55.07
